TIME	RATE	ERROR
51498.6463	0.8	0.28284
51498.64642	1.3	0.36056
51498.64653	1.6	0.4
51498.64665	1.2	0.34641
51498.64676	1.4	0.37417
51498.64688	1.5	0.3873
51498.64699	2.2	0.46904
51498.64711	1.6	0.4
51498.64723	2.2	0.46904
51498.64734	1.3	0.36056
51498.64746	2.1	0.45826
51498.64757	1.6	0.4
51498.64769	2.2	0.46904
51498.6478	2.1	0.45826
51498.64792	1.5	0.3873
51498.64804	1.0	0.31623
51498.64815	1.9	0.43589
51498.64827	1.0	0.31623
51498.64838	1.8	0.42426
51498.6485	1.4	0.37417
51498.64861	1.4	0.37417
51498.64873	2.3	0.47958
51498.64885	1.7	0.41231
51498.64896	1.0	0.31623
51498.64908	1.9	0.43589
51498.64919	1.8	0.42426
51498.64931	1.8	0.42426
51498.64942	2.0	0.44721
51498.64954	0.8	0.28284
51498.64966	1.9	0.43589
51498.64977	1.5	0.3873
51498.64989	1.3	0.36056
51498.65	1.8	0.42426
51498.65012	1.3	0.36056
51498.65023	1.9	0.43589
51498.65035	1.6	0.4
51498.65047	1.1	0.33166
51498.65058	1.1	0.33166
51498.6507	1.3	0.36056
51498.65081	1.3	0.36056
51498.65093	1.8	0.42426
51498.7044	2.1	0.45826
51498.70451	2.3	0.47958
51498.70463	2.1	0.45826
51498.70474	1.7	0.41231
51498.70486	1.6	0.4
51498.70498	2.4	0.4899
51498.70509	1.5	0.3873
51498.70521	1.9	0.43589
51498.70532	1.4	0.37417
51498.70544	1.7	0.41231
51498.70555	2.8	0.52915
51498.70567	2.0	0.44721
51498.70579	1.7	0.41231
51498.7059	2.9	0.53852
51498.70602	1.6	0.4
51498.70613	2.4	0.4899
51498.70625	1.6	0.4
51498.70636	2.3	0.47958
51498.70648	1.7	0.41231
51498.7066	1.5	0.3873
51498.70671	2.1	0.45826
51498.70683	1.5	0.3873
51498.70694	2.2	0.46904
51498.70706	1.6	0.4
51498.70717	2.8	0.52915
51498.70729	1.9	0.43589
51498.70741	2.0	0.44721
51498.70752	2.4	0.4899
51498.70764	2.3	0.47958
51498.70775	2.7	0.51962
51498.70787	1.7	0.41231
51498.70798	2.6	0.5099
51498.7081	2.1	0.45826
51498.70822	1.9	0.43589
51498.70833	2.6	0.5099
51498.70845	2.5	0.5
51498.70856	1.5	0.3873
51498.70868	1.4	0.37417
51498.70879	1.9	0.43589
51498.70891	2.0	0.44721
51498.70903	1.5	0.3873
51498.70914	2.5	0.5
51498.70926	1.7	0.41231
51498.70937	2.3	0.47958
51498.70949	1.7	0.41231
51498.7096	1.7	0.41231
51498.70972	2.2	0.46904
51498.70984	2.9	0.53852
51498.70995	2.6	0.5099
51498.71007	2.6	0.5099
51498.71018	1.9	0.43589
51498.7103	1.4	0.37417
51498.71041	2.2	0.46904
51498.71053	1.4	0.37417
51498.71065	2.1	0.45826
51498.71076	1.9	0.43589
51498.71088	1.8	0.42426
51498.71099	2.5	0.5
51498.71111	2.3	0.47958
51498.71122	2.4	0.4899
51498.71134	2.1	0.45826
51498.71146	1.8	0.42426
51498.71157	3.2	0.56569
51498.71169	1.5	0.3873
51498.7118	2.7	0.51962
51498.71192	2.3	0.47958
51498.71203	2.8	0.52915
51498.71215	1.5	0.3873
51498.71227	2.6	0.5099
51498.71238	2.1	0.45826
51498.7125	1.8	0.42426
51498.71261	2.0	0.44721
51498.71273	3.1	0.55678
51498.71284	2.2	0.46904
51498.71296	1.7	0.41231
51498.71308	3.0	0.54772
51498.71319	2.7	0.51962
51498.71331	1.5	0.3873
51498.71342	2.2	0.46904
51498.71354	2.1	0.45826
51498.71365	2.3	0.47958
51498.71377	2.7	0.51962
51498.71389	2.1	0.45826
51498.714	2.3	0.47958
51498.71412	2.4	0.4899
51498.71423	2.2	0.46904
51498.71435	2.0	0.44721
51498.71447	1.5	0.3873
51498.71458	2.5	0.5
51498.7147	1.7	0.41231
51498.71481	1.9	0.43589
51498.71493	2.0	0.44721
51498.71504	1.3	0.36056
51498.71516	2.4	0.4899
51498.71528	2.0	0.44721
51498.71539	2.2	0.46904
51498.71597	2.1157	0.46168
51498.71609	1.5	0.3873
51498.7162	1.7	0.41231
51498.71632	2.2	0.46904
51498.71643	2.2	0.46904
51498.71655	2.7	0.51962
51498.71666	2.4	0.4899
51498.71678	3.2	0.56569
51498.7169	2.3	0.47958
51498.71701	1.9	0.43589
51498.71713	1.2	0.34641
51498.71724	1.8	0.42426
51498.71736	2.4	0.4899
51498.71747	2.4	0.4899
51498.71759	1.6	0.4
51498.71771	2.1	0.45826
51498.77106	2.7	0.51962
51498.77117	2.3	0.47958
51498.77129	1.8	0.42426
51498.7714	2.2	0.46904
51498.77152	1.9	0.43589
51498.77164	1.9	0.43589
51498.77175	2.7	0.51962
51498.77187	2.1	0.45826
51498.77198	2.0	0.44721
51498.7721	2.9	0.53852
51498.77221	2.4	0.4899
51498.77233	1.8	0.42426
51498.77245	1.9	0.43589
51498.77256	2.1	0.45826
51498.77268	1.9	0.43589
51498.77279	1.3	0.36056
51498.77291	1.9	0.43589
51498.77302	2.0	0.44721
51498.77314	1.6	0.4
51498.77326	1.8	0.42426
51498.77337	2.8	0.52915
51498.77349	2.5	0.5
51498.7736	2.3	0.47958
51498.77372	1.3	0.36056
51498.77383	2.5	0.5
51498.77395	2.3	0.47958
51498.7743	2.1	0.45826
51498.77441	2.4	0.4899
51498.77453	1.8	0.42426
51498.77464	2.0	0.44721
51498.77476	2.1	0.45826
51498.77488	1.6	0.4
51498.77499	2.0	0.44721
51498.77511	2.2	0.46904
51498.77522	3.2	0.56569
51498.77534	1.9	0.43589
51498.77545	1.6	0.4
51498.77557	3.0	0.54772
51498.77569	1.6	0.4
51498.7758	2.3	0.47958
51498.77592	2.6	0.5099
51498.77603	3.6	0.6
51498.77615	2.0	0.44721
51498.77627	2.7	0.51962
