Time	Count	Error
120886316.79799	17.0	4.12311
120886317.79799	9.0	3.0
120886318.79799	13.0	3.60555
120886319.79799	12.0	3.4641
120886320.79799	7.0	2.64575
120886321.79799	16.0	4.0
120886322.79799	16.0	4.0
120886323.79799	10.0	3.16228
120886324.79799	17.0	4.12311
120886325.79799	17.0	4.12311
120886326.79799	12.0	3.4641
120886327.79799	15.0	3.87298
120886328.79799	14.0	3.74166
120886329.79799	13.0	3.60555
120886330.79799	8.0	2.82843
120886331.79799	9.0	3.0
120886332.79799	13.0	3.60555
120886333.79799	19.0	4.3589
120886334.79799	13.0	3.60555
120886335.79799	6.0	2.44949
120886336.79799	13.0	3.60555
120886337.79799	16.0	4.0
120886338.79799	17.0	4.12311
120886339.79799	12.0	3.4641
120886340.79799	14.0	3.74166
120886341.79799	15.0	3.87298
120886342.79799	17.0	4.12311
120886343.79799	19.0	4.3589
120886344.79799	19.0	4.3589
120886345.79799	6.0	2.44949
120886346.79799	13.0	3.60555
120886347.79799	8.0	2.82843
120886348.79799	14.0	3.74166
120886349.79799	11.0	3.31662
120886350.79799	10.0	3.16228
120886351.79799	16.0	4.0
120886352.79799	8.0	2.82843
120886353.79799	14.0	3.74166
120886354.79799	11.0	3.31662
120886355.79799	5.0	2.23607
120886356.79799	12.0	3.4641
120886357.79799	7.0	2.64575
120886358.79799	11.0	3.31662
120886359.79799	14.0	3.74166
120886360.79799	10.0	3.16228
120886361.79799	13.0	3.60555
120886362.79799	13.0	3.60555
120886363.79799	14.0	3.74166
120886364.79799	16.0	4.0
120886365.79799	11.0	3.31662
120886366.79799	18.0	4.24264
120886367.79799	12.0	3.4641
120886368.79799	9.0	3.0
120886369.79799	6.0	2.44949
120886370.79799	14.0	3.74166
120886371.79799	13.0	3.60555
120886372.79799	8.0	2.82843
120886373.79799	12.0	3.4641
120886374.79799	13.0	3.60555
120886375.79799	12.0	3.4641
120886376.79799	18.0	4.24264
120886377.79799	10.0	3.16228
120886378.79799	21.0	4.58258
120886379.79799	12.0	3.4641
120886380.79799	8.0	2.82843
120886381.79799	11.0	3.31662
120886382.79799	13.0	3.60555
120886383.79799	17.0	4.12311
120886384.79799	17.0	4.12311
120886385.79799	9.0	3.0
120886386.79799	14.0	3.74166
120886387.79799	16.0	4.0
120886388.79799	16.0	4.0
120886389.79799	8.0	2.82843
120886390.79799	14.0	3.74166
120886391.79799	12.0	3.4641
120886392.79799	13.0	3.60555
120886393.79799	8.0	2.82843
120886394.79799	16.0	4.0
120886395.79799	17.0	4.12311
120886396.79799	9.0	3.0
120886397.79799	12.0	3.4641
120886398.79799	14.0	3.74166
120886399.79799	8.0	2.82843
120886400.79799	15.0	3.87298
120886401.79799	18.0	4.24264
120886402.79799	9.0	3.0
120886403.79799	1.0	1.0
120886404.79799	18.0	4.24264
120886405.79799	10.0	3.16228
120886406.79799	18.0	4.24264
120886407.79799	15.0	3.87298
120886408.79799	16.0	4.0
120886409.79799	15.0	3.87298
120886410.79799	20.0	4.47214
120886411.79799	12.0	3.4641
120886412.79799	12.0	3.4641
120886413.79799	12.0	3.4641
